username,year,day,part,cyclomatic_complexity,cognitive_complexity,halstead_volume,halstead_difficulty,sloc,max_nesting_depth,comment_ratio,avg_identifier_length
jromero132,2022,3,,3.0,3.0,89.21,2.5,17,0,0.0556,5.33
jromero132,2022,3,1,4.0,6.0,105.42,2.5,18,1,0.0526,6.43
jromero132,2022,4,,8.0,4.0,122.14,2.5,14,0,0.0667,2.63
jromero132,2022,4,1,5.0,1.0,28.53,1.5,14,0,0.0667,2.75
jromero132,2022,5,,8.0,8.0,165.0,5.37,27,2,0.0357,5.44
jromero132,2022,5,1,8.0,8.0,156.08,5.13,27,2,0.0357,5.44
jromero132,2022,6,,3.0,0.0,39.86,1.71,20,0,0.0,4.77
jromero132,2022,6,1,3.0,0.0,39.86,1.71,20,0,0.0,4.77
jromero132,2022,7,,3.5,3.5,77.71,2.1,72,1,0.0137,4.34
jromero132,2022,7,1,3.4,4.33,98.1,3.33,92,2,0.0213,5.31
jromero132,2022,8,,16.0,23.0,201.74,4.67,36,2,0.0,3.42
jromero132,2022,8,1,23.0,34.0,544.35,4.54,51,2,0.0,3.17
jromero132,2022,9,,3.25,3.25,171.9,3.33,67,3,0.0,3.26
jromero132,2022,9,1,3.25,3.25,171.9,3.33,67,3,0.0,3.26
jromero132,2022,10,,7.0,9.0,133.78,3.75,23,2,0.0,3.78
jromero132,2022,10,1,7.0,11.0,153.73,3.59,27,2,0.0,2.51
jromero132,2022,11,,5.0,11.0,73.57,2.5,61,2,0.0,5.22
jromero132,2022,11,1,5.0,11.0,83.4,2.5,64,2,0.0,5.12
jromero132,2022,12,,12.0,9.0,351.61,6.52,40,2,0.0,2.6
jromero132,2022,12,1,14.0,10.0,351.61,6.52,44,2,0.0,2.46
jromero132,2022,13,,10.5,15.0,289.99,3.96,39,3,0.0,3.23
jromero132,2022,13,1,9.5,15.0,338.27,4.59,42,3,0.0,3.3
jromero132,2022,14,,6.67,8.0,351.61,5.87,72,3,0.0,3.25
jromero132,2022,14,1,5.5,6.25,444.84,5.73,93,3,0.0,3.67
jromero132,2023,1,,5.0,10.0,39.86,1.71,17,2,0.0,3.7
jromero132,2023,1,1,7.0,17.0,68.53,1.64,32,3,0.0,4.38
jromero132,2023,2,,3.5,3.0,57.11,2.0,34,1,0.0,6.42
jromero132,2023,2,1,2.5,2.0,41.51,1.5,31,1,0.0,5.0
jromero132,2023,3,,20.0,40.0,516.55,7.82,37,5,0.0,3.1
jromero132,2023,3,1,10.5,17.5,566.57,6.97,35,4,0.0,3.22
jromero132,2023,4,,4.0,3.0,55.51,2.22,15,0,0.0,4.12
jromero132,2023,4,1,5.0,5.0,100.08,3.08,21,1,0.0,4.71
jromero132,2023,5,,10.0,11.0,114.62,4.0,22,3,0.0,4.6
jromero132,2023,5,1,12.5,8.5,980.85,4.13,75,3,0.0,5.14
jromero132,2023,6,,3.0,2.0,372.23,5.79,41,0,0.0,4.42
jromero132,2023,6,1,2.5,1.5,351.03,5.96,38,0,0.0,4.77
jromero132,2023,7,,5.0,1.33,64.73,2.2,39,0,0.0,5.69
jromero132,2023,7,1,5.67,3.0,108.42,2.43,47,1,0.0,5.79
jromero132,2023,8,,2.0,1.0,51.81,2.81,33,0,0.0,4.83
jromero132,2023,8,1,3.0,2.0,82.04,3.25,36,1,0.1628,4.71
jromero132,2023,9,,7.0,3.0,76.15,3.33,15,1,0.0,3.57
jromero132,2023,9,1,7.0,5.0,109.39,4.25,18,1,0.0,3.17
jromero132,2023,10,,12.0,15.0,225.62,5.53,34,3,0.0,3.33
jromero132,2023,10,1,5.0,5.0,454.79,7.53,49,3,0.0,3.92
jromero132,2023,11,,8.0,2.0,259.6,2.16,26,0,0.0714,4.39
jromero132,2023,11,1,9.0,3.0,341.22,3.55,27,0,0.069,4.61
jromero132,2023,12,,7.5,7.0,365.78,5.0,46,2,0.0,3.77
jromero132,2023,12,1,8.0,7.0,388.82,5.57,46,2,0.0,3.75
jromero132,2023,13,,5.33,8.33,294.69,5.43,39,2,0.0,4.27
jromero132,2023,13,1,4.67,6.33,374.41,5.26,39,2,0.0,4.16
jromero132,2023,14,,5.0,8.0,110.45,3.04,18,3,0.0,3.48
jromero132,2023,14,1,4.0,2.14,316.1,4.73,59,3,0.0,4.5
jromero132,2023,15,,3.0,3.0,55.51,2.22,16,1,0.0,4.0
jromero132,2023,15,1,5.0,5.5,143.96,3.89,35,2,0.0,5.15
jromero132,2023,16,,13.0,13.0,389.9,11.16,40,2,0.0,3.18
jromero132,2023,16,1,11.5,8.0,598.55,11.25,55,2,0.0,3.5
jromero132,2023,17,,8.5,14.0,618.61,8.62,43,5,0.0,3.66
jromero132,2023,17,1,8.5,14.0,618.61,8.62,43,5,0.0,3.66
jromero132,2023,18,,2.75,0.25,409.82,4.8,41,0,0.0,5.1
jromero132,2023,18,1,2.75,0.25,444.95,4.96,41,0,0.0,5.34
jromero132,2023,19,,9.0,15.0,101.58,4.0,31,3,0.0,4.87
jromero132,2023,19,1,11.0,22.0,269.21,5.83,39,2,0.0,4.58
jromero132,2023,20,,6.4,46.0,259.6,3.91,69,4,0.0282,4.4
jromero132,2023,20,1,7.8,61.0,356.86,3.41,74,7,0.1294,4.57
jromero132,2023,21,,13.0,16.0,315.37,5.71,33,2,0.0,3.76
jromero132,2023,21,1,9.0,18.0,516.58,7.22,34,3,0.3929,3.67
jromero132,2023,22,,6.0,6.0,167.18,4.67,41,2,0.2264,4.79
jromero132,2023,22,1,7.33,11.0,292.37,5.63,54,3,0.2987,4.9
jromero132,2024,1,,4.0,1.0,15.51,1.0,14,0,0.0,3.66
jromero132,2024,1,1,4.0,1.0,15.51,1.0,14,0,0.0,3.62
jromero132,2024,2,,6.0,2.0,158.32,3.88,15,0,0.0,3.19
jromero132,2024,2,1,4.5,3.5,209.22,4.0,29,2,0.0,3.65
jromero132,2024,3,,3.0,0.0,15.51,1.0,16,0,0.0,3.29
jromero132,2024,3,1,6.0,6.0,28.53,1.5,22,2,0.0,3.86
jromero132,2024,4,,3.5,2.0,213.75,3.78,37,1,0.0,3.44
jromero132,2024,4,1,2.0,0.5,250.77,4.5,29,0,0.0,3.58
jromero132,2024,5,,8.0,12.0,57.11,2.0,21,3,0.0,4.43
jromero132,2024,5,1,8.0,12.0,68.0,2.5,22,3,0.0,4.28
jromero132,2024,6,,11.0,10.0,230.62,5.45,28,1,0.0,2.43
jromero132,2024,6,1,8.5,7.0,512.18,7.16,61,1,0.0161,3.11
jromero132,2024,7,,9.0,17.0,160.54,6.86,25,3,0.0,4.1
jromero132,2024,7,1,11.0,13.0,189.99,7.47,32,3,0.0,3.98
jromero132,2024,8,,11.0,19.0,242.9,4.17,29,3,0.0,3.53
jromero132,2024,8,1,11.0,19.0,232.19,5.05,31,3,0.0,3.41
jromero132,2024,9,,8.0,8.0,261.52,8.75,25,2,0.0,3.14
jromero132,2024,9,1,5.5,10.0,369.98,6.9,48,3,0.0,5.15
jromero132,2024,10,,14.0,17.0,364.31,6.19,35,3,0.0,2.61
jromero132,2024,10,1,14.0,17.0,325.37,4.52,33,3,0.0,2.6
jromero132,2024,11,,5.0,9.0,70.32,2.18,22,3,0.0,4.57
jromero132,2024,11,1,3.5,3.5,178.81,5.35,26,3,0.0,6.2
jromero132,2024,12,,6.5,9.0,270.89,4.55,60,3,0.0,3.82
jromero132,2024,12,1,10.0,11.5,629.95,7.55,76,2,0.1364,4.68
jromero132,2024,13,,5.5,4.5,603.18,6.15,44,2,0.2,3.8
jromero132,2024,13,1,5.5,4.5,626.47,6.02,46,2,0.193,3.8
jromero132,2024,14,,13.0,14.0,245.67,7.0,30,2,0.0,3.01
jromero132,2024,14,1,14.0,15.0,196.73,4.88,26,3,0.0,3.2
jromero132,2024,15,,14.0,7.0,361.89,4.6,38,1,0.0732,2.66
jromero132,2024,15,1,24.0,27.0,452.95,7.23,58,3,0.0169,3.08
jromero132,2024,16,,6.5,7.0,340.86,4.5,52,2,0.0189,3.3
jromero132,2024,16,1,6.5,7.5,330.88,5.07,55,3,0.0179,3.74
jromero132,2024,17,,5.33,3.0,221.95,6.3,61,1,0.0161,6.09
jromero132,2024,17,1,6.33,3.33,336.43,7.05,69,1,0.0282,5.47
jromero132,2024,18,,8.0,6.0,343.55,5.42,43,2,0.0,3.38
jromero132,2024,18,1,9.0,8.0,455.48,7.16,49,2,0.0,3.47
jromero132,2024,19,,5.0,7.0,157.89,4.28,20,2,0.0,4.54
jromero132,2024,19,1,5.0,10.0,136.16,3.12,20,2,0.0,4.54
jromero132,2024,20,,7.5,8.0,355.49,4.97,51,3,0.0556,3.21
jromero132,2024,20,1,7.5,8.0,355.49,4.97,51,3,0.0556,3.21
jromero132,2024,21,,6.0,11.0,394.38,4.82,89,2,0.0326,5.49
jromero132,2024,21,1,6.0,11.0,394.38,4.82,89,2,0.0326,5.49
jromero132,2024,22,,3.0,3.0,178.81,5.35,24,1,0.0,8.04
jromero132,2024,22,1,7.0,9.0,320.54,7.88,34,2,0.0,6.3
jromero132,2024,23,,5.5,2.5,155.46,4.19,35,1,0.0,3.58
jromero132,2024,23,1,3.0,2.5,74.23,3.0,36,0,0.0,3.52
jromero132,2024,24,,9.0,10.0,84.0,2.33,47,2,0.0,5.53
jromero132,2024,24,1,5.5,7.5,41.51,1.5,46,3,0.2069,4.95
jromero132,2024,25,,3.0,0.0,30.0,1.0,16,0,0.0,5.95
jromero132,2025,1,,3.0,4.0,82.04,2.55,18,1,0.0,3.95
jromero132,2025,1,1,4.0,5.0,228.23,6.74,19,1,0.0,3.72
jromero132,2025,2,,3.0,1.0,73.57,2.5,20,0,0.0,5.24
jromero132,2025,2,1,4.0,4.0,101.95,3.69,25,1,0.0,5.57
jromero132,2025,3,,2.0,1.0,48.43,1.69,14,0,0.0,4.4
jromero132,2025,3,1,4.0,6.0,87.57,3.89,17,1,0.0,4.15
jromero132,2025,4,,8.0,16.0,233.18,4.04,20,4,0.0,2.71
jromero132,2025,4,1,12.0,27.0,274.79,5.48,25,5,0.1379,2.69
jromero132,2025,5,,8.0,10.0,185.47,4.59,28,2,0.0,3.65
jromero132,2025,5,1,5.0,4.0,64.53,3.93,17,1,0.0,4.15
jromero132,2025,6,,4.0,3.0,27.0,1.0,14,0,0.0,4.32
jromero132,2025,6,1,9.0,9.0,129.66,4.07,21,1,0.0,3.39
jromero132,2025,7,,7.0,8.0,118.59,3.6,23,2,0.0,3.43
jromero132,2025,7,1,7.0,8.0,116.69,2.25,21,2,0.0,3.33
jromero132,2025,8,,3.0,6.0,155.46,4.0,39,1,0.0,3.13
jromero132,2025,8,1,2.83,6.0,190.0,4.17,41,1,0.0,3.06
jromero132,2025,9,,3.0,1.0,70.32,2.18,14,0,0.0,3.62
jromero132,2025,9,1,12.5,15.5,940.24,6.85,63,2,0.087,3.69
jromero132,2025,10,,10.0,13.0,140.18,4.85,26,3,0.2571,4.73
jromero132,2025,10,1,5.0,6.0,81.41,2.89,26,2,0.1875,3.97
jromero132,2025,11,,7.0,8.0,39.86,1.71,19,3,0.0,5.69
jromero132,2025,11,1,2.0,6.0,112.59,3.46,27,1,0.0357,6.65
jromero132,2025,12,,2.0,1.0,57.11,2.0,17,0,0.1905,4.62
Kokopak,2024,1,,,,15.51,1.0,9,1,0.0,2.35
Kokopak,2024,2,,5.0,1.0,194.32,4.14,29,4,0.0,4.28
Kokopak,2024,3,,,,70.32,1.5,18,3,0.0,2.9
Kokopak,2024,4,,4.0,1.0,1415.26,10.21,42,5,0.0,3.46
Kokopak,2024,5,,3.0,3.0,129.32,3.56,24,2,0.0,2.72
Kokopak,2024,6,,11.0,19.0,441.21,5.2,41,3,0.0,5.29
Kokopak,2024,7,,4.5,4.0,182.84,5.06,38,1,0.0,4.84
Kokopak,2024,8,,,,295.0,6.33,35,3,0.0,3.82
Kokopak,2024,9,,,,734.94,11.97,59,3,0.0,5.42
Kokopak,2024,10,,5.0,6.0,309.63,2.88,30,1,0.0,4.56
Kokopak,2024,11,,,,208.08,4.08,24,4,0.0,4.47
Kokopak,2024,12,,7.67,15.0,940.55,8.42,75,3,0.0,5.14
Kokopak,2024,13,,6.0,7.0,246.21,2.67,37,1,0.0,5.88
Kokopak,2024,14,,,,855.32,9.23,41,4,0.0,2.22
Kokopak,2024,15,,,,441.88,3.83,53,4,0.0,6.07
Kokopak,2024,15,2,,,940.02,6.55,79,7,0.0,6.14
Kokopak,2024,17,,5.0,5.0,661.2,10.38,68,7,0.0,7.51
Kokopak,2024,18,,5.0,6.0,200.0,4.33,49,2,0.0,3.86
Kokopak,2024,19,,5.5,7.5,70.31,1.8,34,2,0.0,5.92
Kokopak,2024,20,,4.25,7.5,475.42,6.28,61,4,0.0,4.49
Kyrylo-Ktl,2015,1,,3.0,,49.83,2.14,24,2,0.0,7.17
Kyrylo-Ktl,2015,1,,3.33,,74.01,4.06,26,2,0.0,6.97
Kyrylo-Ktl,2015,4,,1.5,,36.54,1.5,27,0,0.0,7.42
Kyrylo-Ktl,2015,4,,1.5,,36.54,1.5,27,0,0.0,7.42
Kyrylo-Ktl,2015,5,,3.5,,158.64,3.0,60,1,0.0,7.62
Kyrylo-Ktl,2015,5,,3.2,,103.73,2.67,41,1,0.0,6.48
Kyrylo-Ktl,2015,6,,4.17,,144.75,3.71,63,5,0.0,6.66
Kyrylo-Ktl,2015,6,,3.0,,80.0,2.17,64,2,0.0,6.93
Kyrylo-Ktl,2015,8,,2.33,,28.53,1.5,26,0,0.0,6.68
Kyrylo-Ktl,2015,8,,2.33,,36.0,1.33,27,0,0.0,7.14
Kyrylo-Ktl,2015,9,,3.0,,41.51,1.5,41,1,0.0238,6.69
Kyrylo-Ktl,2015,9,,3.0,,68.53,2.2,41,1,0.0238,6.69
Kyrylo-Ktl,2015,10,,3.0,,4.75,0.5,27,1,0.0,7.0
Kyrylo-Ktl,2015,10,,3.0,,4.75,0.5,27,1,0.0,7.0
Kyrylo-Ktl,2015,12,,3.0,,4.75,0.5,29,0,0.0,5.86
Kyrylo-Ktl,2015,12,,2.71,,15.51,1.0,52,1,0.0,6.77
Kyrylo-Ktl,2015,13,,3.5,,64.73,2.2,49,1,0.0577,7.18
Kyrylo-Ktl,2015,13,,4.0,,64.73,2.2,52,1,0.0714,7.05
Kyrylo-Ktl,2016,1,,3.33,,116.76,2.57,35,1,0.0278,4.83
Kyrylo-Ktl,2016,1,,6.33,,211.52,4.83,47,2,0.0208,5.91
Kyrylo-Ktl,2017,1,,3.33,,55.51,1.5,27,1,0.0,5.61
Kyrylo-Ktl,2017,1,,3.33,,70.32,2.18,27,1,0.0,5.51
Kyrylo-Ktl,2017,2,,4.0,,48.11,2.5,34,1,0.0,6.23
Kyrylo-Ktl,2017,2,,5.33,,89.92,4.9,31,3,0.0,5.51
Kyrylo-Ktl,2018,1,,3.0,,15.51,1.0,25,1,0.0,8.27
Kyrylo-Ktl,2018,1,,3.33,,36.54,2.33,30,1,0.0,7.95
Kyrylo-Ktl,2019,1,,3.0,,43.02,2.0,25,1,0.0,6.06
Kyrylo-Ktl,2019,1,,3.33,,55.51,3.12,28,1,0.0,5.83
Kyrylo-Ktl,2020,1,,3.0,,62.91,3.44,27,1,0.0,6.98
Kyrylo-Ktl,2020,1,,5.0,,245.34,6.0,36,2,0.027,5.94
Kyrylo-Ktl,2021,1,,3.0,,28.53,1.5,26,1,0.0,8.08
Kyrylo-Ktl,2021,1,,3.33,,82.04,2.55,34,1,0.0556,8.48
Kyrylo-Ktl,2021,2,,3.25,,47.55,4.0,38,0,0.0,6.4
Kyrylo-Ktl,2021,2,,3.25,,72.65,4.0,39,0,0.0,6.18
Kyrylo-Ktl,2022,1,,3.0,,4.75,0.5,29,1,0.0,7.77
Kyrylo-Ktl,2022,1,,5.0,,59.79,2.57,40,3,0.0698,8.32
Kyrylo-Ktl,2022,3,,3.33,,148.6,3.32,35,1,0.0278,8.03
Kyrylo-Ktl,2022,3,,3.33,,146.72,2.76,36,1,0.027,8.15
Kyrylo-Ktl,2023,1,,4.25,,201.91,4.5,38,1,0.0,5.79
Kyrylo-Ktl,2023,1,,5.0,,380.39,6.61,65,1,0.0,6.37
Kyrylo-Ktl,2023,2,,4.6,,160.47,3.03,55,2,0.0678,6.15
Kyrylo-Ktl,2023,2,,3.6,,94.01,2.31,57,2,0.0656,6.44
Kyrylo-Ktl,2024,1,,3.0,,38.05,2.0,30,1,0.0,5.0
Kyrylo-Ktl,2024,1,,3.0,,38.05,2.0,32,1,0.0303,5.38
Kyrylo-Ktl,2024,2,,4.5,,118.59,5.23,43,1,0.0227,6.13
Kyrylo-Ktl,2024,2,,5.0,,151.3,5.25,45,2,0.0217,5.87
Kyrylo-Ktl,2024,3,,2.0,,28.53,1.5,24,0,0.0,6.12
Kyrylo-Ktl,2024,3,,2.75,,70.32,2.18,35,3,0.0,6.02
Kyrylo-Ktl,2024,4,,3.43,,151.27,2.88,60,1,0.0,5.95
Kyrylo-Ktl,2024,4,,4.33,,263.22,4.4,37,2,0.0,5.27
Kyrylo-Ktl,2024,5,,4.33,,43.02,2.0,32,2,0.0,6.23
Kyrylo-Ktl,2024,5,,4.25,,115.95,3.97,54,2,0.0,5.42
Kyrylo-Ktl,2024,6,,2.14,,235.0,4.06,84,2,0.0667,6.17
Kyrylo-Ktl,2024,6,,2.21,,413.29,5.42,104,2,0.0714,6.1
Kyrylo-Ktl,2024,7,,5.0,,79.95,3.89,43,3,0.0227,7.47
Kyrylo-Ktl,2024,7,,5.0,,96.0,3.64,44,3,0.0222,7.16
Kyrylo-Ktl,2024,8,,4.2,,240.37,5.33,55,2,0.0833,5.42
Kyrylo-Ktl,2024,8,,4.2,,240.37,5.33,59,2,0.0781,5.35
Kyrylo-Ktl,2024,9,,6.0,,244.42,8.74,45,2,0.0,5.29
Kyrylo-Ktl,2024,9,,4.25,,341.22,6.29,52,2,0.0545,8.06
Kyrylo-Ktl,2024,10,,4.0,,216.91,4.32,50,2,0.0385,5.23
Kyrylo-Ktl,2024,10,,4.0,,251.33,4.59,52,2,0.037,5.45
Kyrylo-Ktl,2024,11,,2.5,,174.23,5.15,37,0,0.0976,5.87
Kyrylo-Ktl,2024,11,,2.5,,174.23,5.15,37,0,0.0976,5.87
Kyrylo-Ktl,2024,12,,3.0,,235.95,5.8,52,1,0.0545,5.04
Kyrylo-Ktl,2024,12,,8.17,,1052.27,12.03,112,2,0.125,5.73
Kyrylo-Ktl,2024,13,,3.4,,460.41,6.08,61,1,0.0469,5.25
Kyrylo-Ktl,2024,13,,2.8,,441.21,5.2,59,1,0.0328,5.21
Kyrylo-Ktl,2024,14,,5.0,,450.03,6.79,56,4,0.0667,5.65
Kyrylo-Ktl,2024,14,,2.75,,131.18,3.35,51,2,0.0377,5.28
LiquidFun,2021,1,,2.0,0.0,4.75,0.5,6,0,0.0,3.79
LiquidFun,2021,6,,2.0,1.0,23.26,0.6,12,0,0.0,4.79
LiquidFun,2022,1,,,,6.34,0.5,4,0,0.0,4.15
LiquidFun,2022,2,,1.0,0.0,39.86,1.0,10,0,0.0,4.59
LiquidFun,2022,3,,,,100.08,1.6,13,1,0.0,3.17
LiquidFun,2022,4,,,,140.18,2.93,9,0,0.0,2.97
LiquidFun,2022,5,,,,125.81,6.56,21,2,0.0,4.06
LiquidFun,2022,6,,3.0,3.0,20.9,2.0,7,1,0.0,2.62
LiquidFun,2022,7,,1.5,1.0,105.42,2.5,32,0,0.0,4.62
LiquidFun,2022,8,,,,206.82,5.16,32,4,0.0588,2.67
LiquidFun,2022,9,,,,221.65,4.31,17,3,0.0,4.63
LiquidFun,2022,10,,,,187.98,6.75,11,1,0.0,3.32
LiquidFun,2022,11,,4.0,,138.24,3.56,35,1,0.0,4.65
LiquidFun,2022,12,,,,232.85,5.22,21,5,0.0,3.48
LiquidFun,2022,13,,9.0,10.0,150.41,4.67,11,0,0.0,3.06
LiquidFun,2022,14,,13.0,24.0,280.0,5.18,25,3,0.0,3.09
LiquidFun,2022,15,,,,278.14,5.43,19,2,0.05,2.52
LiquidFun,2023,1,,,,102.19,2.46,10,0,0.0,3.66
LiquidFun,2023,2,,,,121.01,2.38,7,0,0.0,2.21
LiquidFun,2023,3,,2.0,1.0,436.75,8.67,23,6,0.0,3.98
LiquidFun,2023,4,,,,114.69,3.21,12,2,0.0,3.89
LiquidFun,2023,5,,7.0,18.0,104.0,2.83,21,4,0.0,5.03
LiquidFun,2023,6,,3.0,1.0,39.86,1.71,11,0,0.0,5.44
LiquidFun,2023,7,,3.0,0.5,28.53,1.5,14,0,0.0,5.54
LiquidFun,2023,8,,2.0,1.0,36.54,2.33,13,0,0.0,3.62
LiquidFun,2023,9,,,,72.34,2.4,12,1,0.0,3.55
LiquidFun,2023,10,,2.0,1.0,464.05,6.0,36,3,0.0769,3.37
LiquidFun,2023,11,,2.0,1.0,225.0,2.78,21,1,0.0,3.12
LiquidFun,2023,12,,9.0,5.0,317.78,4.67,24,0,0.0,4.23
LiquidFun,2023,13,,3.0,1.0,166.91,3.91,23,1,0.0,4.97
LiquidFun,2023,14,,3.0,0.0,317.12,6.72,26,4,0.0,3.57
LiquidFun,2023,15,,2.0,2.0,85.84,1.5,16,1,0.0,3.39
LiquidFun,2023,16,,10.0,4.0,260.0,5.5,32,3,0.0,3.02
LiquidFun,2023,17,,15.0,24.0,537.67,9.44,33,3,0.0,4.24
LiquidFun,2023,18,,2.0,1.0,162.85,3.33,8,0,0.0,2.97
LiquidFun,2023,18,,2.0,1.0,167.37,3.33,11,0,0.0,2.8
LiquidFun,2023,18,,11.0,23.0,404.42,7.5,38,3,0.0,3.14
LiquidFun,2023,19,,4.5,5.5,222.94,2.88,37,1,0.0,4.94
LiquidFun,2023,20,,10.0,14.0,235.53,3.1,51,2,0.0,6.01
LiquidFun,2023,21,,,,669.46,11.56,24,2,0.0,3.23
LiquidFun,2023,22,,3.75,6.75,351.61,4.74,53,5,0.0,3.99
LiquidFun,2023,23,,14.0,16.0,390.95,8.54,28,2,0.0667,3.17
LiquidFun,2023,24,,,,973.58,6.46,33,5,0.0,2.88
LiquidFun,2023,25,,,,15.51,1.0,15,1,0.0,3.12
LiquidFun,2024,1,,,,39.86,1.71,6,0,0.0,2.16
LiquidFun,2024,2,,,,124.86,3.38,7,0,0.0,2.45
LiquidFun,2024,3,,,,87.57,2.0,9,1,0.0,2.77
LiquidFun,2024,4,,,,544.35,4.68,9,2,0.0,1.85
LiquidFun,2024,5,,,,114.69,5.25,11,2,0.0,2.72
LiquidFun,2024,6,,7.0,8.0,247.71,6.75,18,1,0.0,3.35
LiquidFun,2024,7,,1.0,0.0,151.3,5.5,24,3,0.0,3.44
LiquidFun,2024,8,,,,190.2,4.55,13,1,0.0,3.16
LiquidFun,2024,9,,9.0,17.0,537.67,10.41,35,3,0.0,4.33
LiquidFun,2024,10,,4.0,5.0,153.8,2.32,15,1,0.0,3.02
LiquidFun,2024,11,,,,220.81,6.43,12,2,0.0,3.18
LiquidFun,2024,12,,3.0,2.5,431.1,6.1,27,4,0.0,4.46
LiquidFun,2024,13,,,,233.18,1.85,15,2,0.0,2.81
LiquidFun,2024,14,,,,485.89,6.69,17,2,0.0,2.95
LiquidFun,2024,15,,13.0,9.0,379.84,6.09,25,1,0.0,3.85
LiquidFun,2024,16,,,,98.1,3.12,13,2,0.0,2.37
LiquidFun,2024,17,,7.0,3.0,330.69,8.96,28,1,0.0,3.07
LiquidFun,2024,18,,2.0,1.0,48.43,2.57,11,0,0.0,2.71
LiquidFun,2024,19,,4.0,6.0,50.19,1.5,12,2,0.0,4.44
LiquidFun,2024,20,,,,279.18,5.0,17,2,0.0,3.21
LiquidFun,2024,21,,4.5,4.0,644.38,7.5,23,0,0.0,3.54
LiquidFun,2024,22,,,,228.23,5.6,16,2,0.0,3.44
LiquidFun,2024,23,,,,22.46,1.0,5,0,0.0,3.32
LiquidFun,2024,24,,30.0,52.0,626.33,6.93,140,2,0.2222,3.63
LiquidFun,2024,25,,,,15.51,1.0,7,0,0.0,3.73
Lkeurentjes,2020,1,,3.5,4.5,155.59,3.0,17,2,0.0,5.27
Lkeurentjes,2020,2,,1.0,0.0,129.32,3.56,18,2,0.0,5.68
Lkeurentjes,2020,3,,3.0,,137.55,2.63,24,1,0.0,4.9
Lkeurentjes,2020,4,,2.33,1.56,353.51,4.21,52,3,0.0,6.97
Lkeurentjes,2020,5,,3.5,5.0,230.62,4.72,26,1,0.0,5.5
Lkeurentjes,2020,6,,1.5,0.5,27.0,1.0,18,1,0.0,5.85
Lkeurentjes,2020,7,,4.0,7.0,122.14,2.5,36,2,0.0,5.43
Lkeurentjes,2020,8,,7.5,11.0,245.18,3.7,36,5,0.1,5.02
Lkeurentjes,2021,1,,,,140.18,2.06,18,1,0.0526,4.02
Lkeurentjes,2021,2,,,,140.18,2.93,19,2,0.0,4.86
Lkeurentjes,2021,3,,7.0,11.0,233.18,4.17,51,2,0.0,7.1
Lkeurentjes,2021,4,,2.6,,235.53,4.0,56,3,0.0,4.96
Lkeurentjes,2021,5,,4.4,,377.86,4.06,54,3,0.0526,3.9
Lkeurentjes,2021,6,,2.5,,75.28,1.4,27,1,0.0,4.67
Lkeurentjes,2021,7,,3.0,4.0,326.98,4.23,30,1,0.0,5.55
Lkeurentjes,2021,8,,8.5,11.0,252.66,1.82,51,2,0.0377,7.08
Lkeurentjes,2021,9,,4.57,,734.23,8.41,72,2,0.0886,3.62
Lkeurentjes,2021,10,,6.0,7.0,283.39,3.84,50,2,0.0909,4.77
Lkeurentjes,2021,11,,3.14,,508.23,6.69,59,3,0.0,4.2
Lkeurentjes,2021,12,,4.43,,279.18,5.0,48,1,0.04,4.41
Lkeurentjes,2021,13,,3.6,,138.3,2.62,31,0,0.0,3.63
Lkeurentjes,2021,14,,4.0,6.0,108.0,2.08,27,2,0.0357,5.79
Lkeurentjes,2021,15,,3.33,,488.4,9.54,55,3,0.0,3.43
Lkeurentjes,2021,16,,6.5,14.0,1134.0,6.52,91,8,0.0319,4.65
Lkeurentjes,2021,17,,4.0,5.33,305.25,8.12,37,3,0.0263,6.21
Lkeurentjes,2021,18,,5.17,5.5,785.28,6.56,88,5,0.0737,4.49
Lkeurentjes,2021,19,,4.29,7.0,134.67,3.0,64,3,0.0,6.95
Lkeurentjes,2021,20,,4.33,,315.0,4.5,44,2,0.0435,4.03
Lkeurentjes,2021,21,,2.2,,658.86,5.8,56,1,0.0667,5.94
Lkeurentjes,2022,1,,,,68.53,1.64,20,2,0.0909,6.7
Lkeurentjes,2022,2,,,,13.93,0.5,11,1,0.0833,5.55
Lkeurentjes,2022,3,,,,245.18,2.83,15,0,0.1176,3.82
Lkeurentjes,2022,4,,,,295.98,3.45,12,1,0.2,2.95
Lkeurentjes,2022,5,,,,278.83,3.91,40,3,0.0698,5.55
Lkeurentjes,2022,6,,,,79.73,3.43,10,1,0.3333,2.96
Lkeurentjes,2022,7,,6.0,7.0,222.94,2.88,66,2,0.0435,6.15
Lkeurentjes,2022,8,,9.4,,622.67,8.06,101,4,0.114,3.6
Lkeurentjes,2022,9,,10.0,,1681.28,4.91,177,7,0.0733,4.16
Lkeurentjes,2022,10,,3.0,2.5,289.99,4.07,32,1,0.0303,4.51
Lkeurentjes,2022,11,,2.57,,497.12,4.5,99,3,0.1466,6.57
Lkeurentjes,2022,12,,6.0,,385.72,6.33,58,4,0.1077,4.57
Lkeurentjes,2022,13,,6.0,8.0,289.99,4.93,36,1,0.0769,6.47
Lkeurentjes,2022,14,,6.5,,1000.9,9.65,86,3,0.0753,3.54
Lkeurentjes,2022,15,,5.0,5.67,3468.36,8.57,136,4,0.4494,5.56
Lkeurentjes,2022,16,,7.82,1.0,2257.5,11.35,188,7,0.1416,5.87
Lkeurentjes,2022,17,,5.18,,682.2,5.69,176,4,0.0538,5.39
