username,year,day,filename,readability_score,naming,modularity,control_flow,comments_docs,pythonic_style
jromero132,2023,4,main.py,7,8,7,7,6,8
jromero132,2023,4,main_1.py,7,8,9,6,7,8
jromero132,2023,5,main.py,5,6,4,5,7,6
jromero132,2023,5,main_1.py,6,7,5,5,8,6
jromero132,2023,6,main.py,8,8,8,7,9,8
jromero132,2023,6,main_1.py,7,8,8,7,9,6
jromero132,2023,7,main.py,7,8,7,7,8,8
jromero132,2023,7,main_1.py,7,8,7,6,7,8
jromero132,2023,8,main.py,8,9,8,7,9,8
jromero132,2023,8,main_1.py,8,9,7,8,7,9
jromero132,2023,9,main.py,7,8,8,6,6,8
jromero132,2023,9,main_1.py,6,7,5,6,5,7
jromero132,2023,10,main.py,7,8,7,7,5,8
jromero132,2023,10,main_1.py,7,8,6,7,8,7
jromero132,2023,11,main.py,6,7,8,5,5,7
jromero132,2023,11,main_1.py,5,7,5,5,4,6
jromero132,2023,12,main.py,5,6,7,4,3,6
jromero132,2023,12,main_1.py,6,7,5,5,3,7
jromero132,2023,13,main.py,7,8,7,7,6,7
jromero132,2023,13,main_1.py,7,8,7,7,6,7
jromero132,2023,14,main.py,6,7,9,5,6,7
jromero132,2023,14,main_1.py,7,8,7,6,7,7
jromero132,2023,15,main.py,7,8,8,7,6,7
jromero132,2023,15,main_1.py,7,8,7,6,7,8
jromero132,2023,16,main.py,6,7,5,6,4,7
jromero132,2023,16,main_1.py,7,8,7,6,7,8
jromero132,2023,17,main.py,7,8,8,6,7,8
jromero132,2023,17,main_1.py,7,8,7,6,7,8
jromero132,2023,18,main.py,8,9,8,7,8,8
jromero132,2023,18,main_1.py,8,9,8,7,8,8
jromero132,2023,19,main.py,6,7,5,6,5,6
jromero132,2023,19,main_1.py,5,6,4,5,3,6
jromero132,2023,20,main.py,7,8,6,7,6,8
jromero132,2023,20,main_1.py,7,8,6,7,8,7
jromero132,2023,21,main.py,7,8,6,7,5,8
jromero132,2023,21,main_1.py,7,8,5,7,9,8
jromero132,2023,22,main.py,8,9,7,8,9,8
jromero132,2023,22,main_1.py,8,8,7,8,9,8
jromero132,2024,1,main.py,8,9,7,8,7,8
jromero132,2024,1,main_1.py,7,8,7,7,6,8
jromero132,2024,2,main.py,4,5,8,3,5,5
jromero132,2024,2,main_1.py,7,8,7,6,9,7
jromero132,2024,3,main.py,7,8,6,7,7,8
jromero132,2024,3,main_1.py,7,8,6,7,7,8
jromero132,2024,4,main.py,7,8,8,6,9,7
jromero132,2024,4,main_1.py,7,8,8,6,8,7
jromero132,2024,5,main.py,6,7,8,5,7,6
jromero132,2024,5,main_1.py,5,6,7,4,7,6
jromero132,2024,6,main.py,6,7,8,5,7,7
jromero132,2024,6,main_1.py,6,7,5,6,7,6
jromero132,2024,7,main.py,4,5,3,4,7,6
jromero132,2024,7,main_1.py,4,5,3,3,6,5
jromero132,2024,8,main.py,6,7,5,5,7,7
jromero132,2024,8,main_1.py,6,7,4,5,7,7
jromero132,2024,9,main.py,5,6,7,4,7,6
jromero132,2024,9,main_1.py,6,7,5,6,8,7
jromero132,2024,10,main.py,5,6,4,5,5,6
jromero132,2024,10,main_1.py,6,7,5,6,5,7
jromero132,2024,11,main.py,6,7,5,6,8,6
jromero132,2024,11,main_1.py,7,8,7,6,8,7
jromero132,2024,12,main.py,8,9,8,7,9,8
jromero132,2024,12,main_1.py,7,8,7,6,8,7
jromero132,2024,13,main.py,7,8,7,6,8,7
jromero132,2024,13,main_1.py,7,8,7,6,8,7
jromero132,2024,14,main.py,4,4,3,5,3,5
jromero132,2024,14,main_1.py,4,3,3,5,4,5
jromero132,2024,15,main.py,7,8,5,7,7,8
jromero132,2024,15,main_1.py,6,7,4,5,6,7
jromero132,2024,16,main.py,7,8,7,6,8,7
jromero132,2024,16,main_1.py,7,8,8,6,7,7
jromero132,2024,17,main.py,7,8,7,6,8,7
jromero132,2024,17,main_1.py,7,8,7,6,8,7
jromero132,2024,18,main.py,7,8,7,6,8,7
jromero132,2024,18,main_1.py,7,8,7,6,9,7
jromero132,2024,19,main.py,6,7,5,5,4,7
jromero132,2024,19,main_1.py,6,7,5,6,5,7
jromero132,2024,20,main.py,7,8,8,6,8,7
jromero132,2024,20,main_1.py,7,8,8,6,8,7
jromero132,2024,21,main.py,7,8,7,6,8,7
jromero132,2024,21,main_1.py,7,8,7,6,8,7
jromero132,2024,22,main.py,6,7,8,5,5,7
jromero132,2024,22,main_1.py,5,6,7,5,4,6
jromero132,2024,23,main.py,4,5,6,3,5,6
jromero132,2024,23,main_1.py,8,9,7,7,10,8
jromero132,2024,24,main.py,7,8,6,7,6,8
jromero132,2024,24,main_1.py,5,6,4,4,7,5
jromero132,2024,25,main.py,7,8,8,6,7,8
jromero132,2025,1,main.py,6,7,9,7,5,7
jromero132,2025,1,main_1.py,6,7,9,5,5,7
jromero132,2025,2,main.py,6,7,7,5,5,7
jromero132,2025,2,main_1.py,6,7,5,6,4,7
jromero132,2025,3,main.py,6,7,8,5,7,6
jromero132,2025,3,main_1.py,4,5,8,3,6,5
jromero132,2025,4,main.py,6,7,5,6,7,7
jromero132,2025,4,main_1.py,6,7,3,6,7,7
jromero132,2025,5,main.py,7,7,8,6,7,8
jromero132,2025,5,main_1.py,7,8,9,6,7,7
jromero132,2025,6,main.py,4,5,8,3,6,5
jromero132,2025,6,main_1.py,4,5,3,4,6,5
jromero132,2025,7,main.py,5,6,8,4,3,7
jromero132,2025,7,main_1.py,6,7,5,6,4,7
jromero132,2025,8,main.py,7,8,7,7,6,7
jromero132,2025,8,main_1.py,7,8,7,7,6,8
jromero132,2025,9,main.py,7,8,8,6,7,8
jromero132,2025,9,main_1.py,6,7,5,6,7,6
jromero132,2025,10,main.py,7,7,6,7,8,8
jromero132,2025,10,main_1.py,7,8,5,8,8,7
jromero132,2025,11,main.py,6,7,8,5,7,6
jromero132,2025,11,main_1.py,7,8,7,6,8,8
jromero132,2025,12,main.py,7,8,9,7,6,8
Kokopak,2024,1,day01.py,4,3,3,6,1,5
Kokopak,2024,2,day02.py,4,4,5,3,1,5
Kokopak,2024,3,day03.py,4,3,2,5,2,4
Kokopak,2024,4,day04.py,5,6,4,5,2,6
Kokopak,2024,5,day05.py,4,5,3,4,2,5
Kokopak,2024,6,day06.py,6,7,5,6,4,7
Kokopak,2024,7,day07.py,5,6,4,6,2,5
Kokopak,2024,8,day08.py,4,5,3,4,2,5
Kokopak,2024,9,day09.py,3,3,2,4,1,4
Kokopak,2024,10,day10.py,6,7,5,6,3,7
Kokopak,2024,11,day11.py,4,3,3,5,1,5
Kokopak,2024,12,day12.py,5,6,5,5,2,6
Kokopak,2024,13,day13.py,4,4,5,6,2,5
Kokopak,2024,14,day14.py,5,6,3,5,2,6
Kokopak,2024,15,day15.py,4,5,2,3,1,4
Kokopak,2024,15,day15_2.py,4,5,3,4,2,5
Kokopak,2024,17,day17.py,4,5,4,5,2,5
Kokopak,2024,18,day18.py,6,7,7,5,3,7
Kokopak,2024,19,day19.py,7,7,8,7,6,7
Kokopak,2024,20,day20.py,6,7,6,6,3,7
Kyrylo-Ktl,2015,1,part_one.py,8,9,7,9,8,8
Kyrylo-Ktl,2015,1,part_two.py,8,9,7,8,8,8
Kyrylo-Ktl,2015,4,part_one.py,8,9,8,7,8,8
Kyrylo-Ktl,2015,4,part_two.py,8,9,7,8,7,9
Kyrylo-Ktl,2015,5,part_one.py,8,9,8,7,7,8
Kyrylo-Ktl,2015,5,part_two.py,7,8,7,7,8,7
Kyrylo-Ktl,2015,6,part_one.py,8,9,7,8,7,8
Kyrylo-Ktl,2015,6,part_two.py,8,9,7,8,7,8
Kyrylo-Ktl,2015,8,part_one.py,6,7,7,6,7,5
Kyrylo-Ktl,2015,8,part_two.py,7,8,6,7,8,7
Kyrylo-Ktl,2015,9,part_one.py,7,8,7,6,7,8
Kyrylo-Ktl,2015,9,part_two.py,7,8,7,6,8,8
Kyrylo-Ktl,2015,10,part_one.py,7,8,7,7,6,7
Kyrylo-Ktl,2015,10,part_two.py,8,9,7,8,7,9
Kyrylo-Ktl,2015,12,part_one.py,8,9,7,8,8,9
Kyrylo-Ktl,2015,12,part_two.py,7,8,7,6,7,7
Kyrylo-Ktl,2015,13,part_one.py,7,8,7,6,7,8
Kyrylo-Ktl,2015,13,part_two.py,7,8,7,6,7,8
Kyrylo-Ktl,2016,1,part_one.py,8,9,7,8,7,8
Kyrylo-Ktl,2016,1,part_two.py,7,8,6,7,7,8
Kyrylo-Ktl,2017,1,part_one.py,8,9,7,8,7,8
Kyrylo-Ktl,2017,1,part_two.py,8,9,7,8,7,8
Kyrylo-Ktl,2017,2,part_one.py,8,9,7,8,8,9
Kyrylo-Ktl,2017,2,part_two.py,7,8,6,6,8,7
Kyrylo-Ktl,2018,1,part_one.py,8,9,7,8,8,7
Kyrylo-Ktl,2018,1,part_two.py,8,9,7,8,8,8
Kyrylo-Ktl,2019,1,part_one.py,8,9,7,8,7,8
Kyrylo-Ktl,2019,1,part_two.py,7,8,7,6,8,7
Kyrylo-Ktl,2020,1,part_one.py,8,9,7,8,7,8
Kyrylo-Ktl,2020,1,part_two.py,8,9,7,8,8,8
Kyrylo-Ktl,2021,1,part_one.py,8,9,7,9,8,8
Kyrylo-Ktl,2021,1,part_two.py,8,9,7,7,9,8
Kyrylo-Ktl,2021,2,part_one.py,8,9,7,8,8,9
Kyrylo-Ktl,2021,2,part_two.py,8,9,7,8,8,9
Kyrylo-Ktl,2022,1,part_one.py,8,9,7,8,8,8
Kyrylo-Ktl,2022,1,part_two.py,7,8,6,7,8,7
Kyrylo-Ktl,2022,3,part_one.py,8,9,7,8,8,8
Kyrylo-Ktl,2022,3,part_two.py,8,9,7,8,8,9
Kyrylo-Ktl,2023,1,part_one.py,7,8,6,7,8,7
Kyrylo-Ktl,2023,1,part_two.py,7,8,7,6,8,7
Kyrylo-Ktl,2023,2,part_one.py,8,9,7,8,7,8
Kyrylo-Ktl,2023,2,part_two.py,7,8,7,7,8,7
Kyrylo-Ktl,2024,1,part_one.py,8,9,7,8,7,9
Kyrylo-Ktl,2024,1,part_two.py,8,9,7,8,7,8
Kyrylo-Ktl,2024,2,part_one.py,7,8,7,7,8,7
Kyrylo-Ktl,2024,2,part_two.py,7,8,6,7,7,8
Kyrylo-Ktl,2024,3,part_one.py,8,9,7,9,8,8
Kyrylo-Ktl,2024,3,part_two.py,7,8,6,7,8,7
Kyrylo-Ktl,2024,4,part_one.py,8,9,8,8,7,9
Kyrylo-Ktl,2024,4,part_two.py,7,8,7,6,8,7
Kyrylo-Ktl,2024,5,part_one.py,7,8,7,6,7,8
Kyrylo-Ktl,2024,5,part_two.py,7,8,6,7,5,8
Kyrylo-Ktl,2024,6,part_one.py,7,8,6,7,7,8
Kyrylo-Ktl,2024,6,part_two.py,7,8,6,7,7,8
Kyrylo-Ktl,2024,7,part_one.py,7,8,7,6,8,7
Kyrylo-Ktl,2024,7,part_two.py,7,8,7,6,8,7
Kyrylo-Ktl,2024,8,part_one.py,7,8,6,7,8,7
Kyrylo-Ktl,2024,8,part_two.py,7,8,6,7,8,7
Kyrylo-Ktl,2024,9,part_one.py,7,8,6,7,7,7
Kyrylo-Ktl,2024,9,part_two.py,6,7,5,6,7,6
Kyrylo-Ktl,2024,10,part_one.py,7,8,6,7,8,7
Kyrylo-Ktl,2024,10,part_two.py,8,9,7,8,8,9
Kyrylo-Ktl,2024,11,part_one.py,7,8,6,7,8,6
Kyrylo-Ktl,2024,11,part_two.py,7,8,7,6,8,7
Kyrylo-Ktl,2024,12,part_one.py,7,8,6,7,8,7
Kyrylo-Ktl,2024,12,part_two.py,7,8,7,7,7,7
Kyrylo-Ktl,2024,13,part_one.py,7,8,7,7,8,8
Kyrylo-Ktl,2024,13,part_two.py,7,8,7,7,8,7
Kyrylo-Ktl,2024,14,part_one.py,7,8,7,6,7,8
Kyrylo-Ktl,2024,14,part_two.py,7,8,6,7,7,8
LiquidFun,2021,1,1.py,7,8,6,7,5,8
LiquidFun,2021,6,6.py,6,7,5,7,2,7
LiquidFun,2022,1,01.py,6,7,3,7,2,8
LiquidFun,2022,2,02.py,7,8,8,7,4,8
LiquidFun,2022,3,03.py,5,6,3,6,2,7
LiquidFun,2022,4,04.py,4,3,2,5,1,5
LiquidFun,2022,5,05.py,6,7,4,6,2,7
LiquidFun,2022,6,06.py,6,7,5,7,2,7
LiquidFun,2022,7,07.py,7,8,6,8,5,8
LiquidFun,2022,8,08.py,5,6,3,5,6,7
LiquidFun,2022,9,09.py,5,6,2,6,1,7
LiquidFun,2022,10,10.py,3,2,2,4,1,3
LiquidFun,2022,11,11.py,5,6,5,6,2,6
LiquidFun,2022,12,12.py,4,4,3,5,1,5
LiquidFun,2022,13,13.py,3,2,2,4,1,3
LiquidFun,2022,14,14.py,4,4,3,5,2,5
LiquidFun,2022,15,15.py,3,2,2,4,2,3
LiquidFun,2023,1,01.py,4,3,2,5,1,4
LiquidFun,2023,2,02.py,3,2,1,4,1,3
LiquidFun,2023,3,03.py,5,6,4,5,2,6
LiquidFun,2023,4,04.py,3,2,2,4,1,4
LiquidFun,2023,5,05.py,4,4,5,4,2,5
LiquidFun,2023,6,06.py,4,5,4,4,2,5
LiquidFun,2023,7,07.py,7,8,7,7,4,8
LiquidFun,2023,8,08.py,6,6,7,5,4,7
LiquidFun,2023,9,09.py,4,4,2,5,1,5
LiquidFun,2023,10,10.py,6,7,5,6,5,7
LiquidFun,2023,11,11.py,7,8,7,7,6,7
LiquidFun,2023,12,12.py,4,3,3,5,1,6
LiquidFun,2023,13,13.py,6,7,5,6,2,7
LiquidFun,2023,14,14.py,4,4,3,5,2,5
LiquidFun,2023,15,15.py,4,3,3,5,1,5
LiquidFun,2023,16,16.py,6,7,5,6,3,7
LiquidFun,2023,17,17.py,5,6,5,4,5,6
LiquidFun,2023,18,18.py,3,2,4,5,1,3
LiquidFun,2023,18,18_non-complex.py,4,3,6,7,3,5
LiquidFun,2023,18,18scanline.py,4,4,3,4,1,6
LiquidFun,2023,19,19.py,4,5,4,4,2,5
LiquidFun,2023,20,20.py,5,6,4,5,2,6
LiquidFun,2023,21,21.py,6,7,5,7,3,7
LiquidFun,2023,22,22.py,4,4,5,4,2,6
LiquidFun,2023,23,23.py,4,5,3,4,4,5
LiquidFun,2023,24,24.py,5,6,3,5,2,6
LiquidFun,2023,25,25.py,4,4,3,5,2,5
LiquidFun,2024,1,01.py,3,2,1,4,1,4
LiquidFun,2024,2,02.py,3,2,2,4,1,3
LiquidFun,2024,3,03.py,3,2,1,4,1,3
LiquidFun,2024,4,04.py,3,2,2,4,1,3
LiquidFun,2024,5,05.py,2,1,1,3,1,2
LiquidFun,2024,6,06.py,3,2,4,3,1,4
LiquidFun,2024,7,07.py,3,3,2,3,1,4
LiquidFun,2024,8,08.py,3,2,2,4,1,3
LiquidFun,2024,9,09.py,3,2,3,3,1,4
LiquidFun,2024,10,10.py,3,2,4,3,1,4
LiquidFun,2024,11,11.py,3,2,2,4,1,4
LiquidFun,2024,12,12.py,3,3,4,3,1,4
LiquidFun,2024,13,13.py,3,2,2,4,1,3
LiquidFun,2024,14,14.py,3,2,2,4,1,4
LiquidFun,2024,15,15.py,4,4,4,5,1,6
LiquidFun,2024,16,16.py,3,2,2,4,1,4
LiquidFun,2024,17,17.py,3,2,4,3,1,3
LiquidFun,2024,18,18.py,4,3,4,5,2,5
LiquidFun,2024,19,19.py,4,3,6,5,1,5
LiquidFun,2024,20,20.py,3,2,3,4,1,4
LiquidFun,2024,21,21.py,3,2,4,4,1,4
LiquidFun,2024,22,22.py,2,1,1,3,1,2
LiquidFun,2024,23,23.py,3,2,2,4,1,4
LiquidFun,2024,24,24.py,4,4,3,5,4,5
LiquidFun,2024,25,25.py,3,2,2,4,1,4
Lkeurentjes,2020,1,2020-01-Report_Repair.py,7,8,7,7,3,8
Lkeurentjes,2020,2,2020-02-Password_Philosophy.py,4,4,5,6,2,4
Lkeurentjes,2020,3,2020-03-Toboggan_Trajectory.py,7,8,7,7,5,8
Lkeurentjes,2020,4,2020-04-Passport_Processing.py,8,9,7,8,5,8
Lkeurentjes,2020,5,2020-05-Binary_Boarding.py,7,8,7,7,5,8
Lkeurentjes,2020,6,2020-06-Custom_Customs.py,7,8,7,7,5,8
Lkeurentjes,2020,7,2020-07-Handy_Haversacks.py,5,7,6,5,2,5
Lkeurentjes,2020,8,2020-08-Handheld_Halting.py,6,7,6,5,7,6
Lkeurentjes,2021,1,2021-01Sonar-Sweep.py,5,5,3,6,7,5
Lkeurentjes,2021,2,2021-02Dive.py,6,7,2,7,2,6
Lkeurentjes,2021,3,2021-03Binary-Diagnostics.py,6,6,7,5,4,7
Lkeurentjes,2021,4,2021-04Giant-Squid.py,4,4,5,4,2,5
Lkeurentjes,2021,5,2021-05Hydrothermal-Venture.py,5,5,6,5,4,6
Lkeurentjes,2021,6,2021-06Lanternfish.py,6,7,5,6,3,6
Lkeurentjes,2021,7,2021-07Whales.py,6,7,7,6,2,6
Lkeurentjes,2021,8,2021-08Segment-Search.py,5,6,4,5,3,6
Lkeurentjes,2021,9,2021-09-Lava-tube.py,6,7,5,6,4,5
Lkeurentjes,2021,10,2021-10-Syntax-scoring.py,5,6,4,5,6,5
Lkeurentjes,2021,11,2021-11-Dumbo-Octopus.py,4,4,5,3,2,4
Lkeurentjes,2021,12,2021-12-cave-graph.py,6,7,5,6,3,7
Lkeurentjes,2021,13,2021-13-Origami.py,6,7,5,7,3,6
Lkeurentjes,2021,14,2021-14-Polymerization.py,5,5,6,5,4,6
Lkeurentjes,2021,15,2021-15-Chiton.py,6,7,5,6,3,7
Lkeurentjes,2021,16,2021-16-Hexa-decoder.py,4,4,5,4,4,5
Lkeurentjes,2021,17,2021-17-Trick-shot.py,6,7,6,6,4,7
Lkeurentjes,2021,18,2021-18-Snailfish-math.py,4,4,5,4,5,4
Lkeurentjes,2021,19,2021-19-Beacons.py,6,7,5,6,3,7
Lkeurentjes,2021,20,2021-20-Trench_map.py,6,7,5,6,7,6
Lkeurentjes,2021,21,2021-21-Dirac_Dice.py,7,8,6,7,7,8
Lkeurentjes,2022,1,2022-01Calories.py,5,5,3,6,5,6
Lkeurentjes,2022,2,2022-02RPS.py,7,7,5,8,7,7
Lkeurentjes,2022,3,2022-03backpack.py,5,5,4,6,4,6
Lkeurentjes,2022,4,2022-04Clean-up.py,4,3,2,5,6,4
Lkeurentjes,2022,5,2022-05Supplies.py,4,4,3,5,4,4
Lkeurentjes,2022,6,2022-06Signal.py,6,7,4,7,6,7
Lkeurentjes,2022,7,2022-07Storage.py,4,4,3,5,3,4
Lkeurentjes,2022,8,2022-08Treehouse.py,4,3,5,4,4,4
Lkeurentjes,2022,9,2022-09Bridge.py,3,2,4,4,2,3
Lkeurentjes,2022,10,2022-10Tube.py,5,5,6,5,7,5
Lkeurentjes,2022,11,2022-11Monkeys.py,5,6,5,6,3,5
Lkeurentjes,2022,12,2022-12Path-finding.py,5,5,6,6,4,5
Lkeurentjes,2022,13,2022-13Signal-Pairs.py,5,6,5,6,4,5
Lkeurentjes,2022,14,2022-14Sand.py,4,5,4,4,2,5
Lkeurentjes,2022,15,2022-15Beacons.py,4,4,3,5,3,4
Lkeurentjes,2022,16,2022-16Volcano.py,4,4,5,3,4,5
Lkeurentjes,2022,17,2022-17Tetris-pipe.py,4,5,3,4,2,4
Lkeurentjes,2022,18,2022-18Lava-droplets.py,4,5,3,4,5,4
Lkeurentjes,2022,19,2022-19Geodes.py,4,3,5,4,4,4
Lkeurentjes,2022,20,2022-20Encrypted.py,4,4,3,5,3,5
Lkeurentjes,2022,20,2022-20EncryptedQueue.py,4,5,2,5,4,6
Lkeurentjes,2022,21,2022-21Monkey Math.py,3,3,4,3,2,4
Lkeurentjes,2022,22,2022-22Monkey_Map.py,4,4,5,4,2,4
Lkeurentjes,2022,23,2022-23-plant-Starfruit.py,4,5,4,3,2,4
Lkeurentjes,2022,24,2022-24-Blizard-Basin.py,6,7,5,6,3,6
Lkeurentjes,2022,25,2022-25Hot_airbaloon.py,7,8,7,6,5,7
Lkeurentjes,2023,1,2023-01-Calibration.py,4,5,3,4,4,4
Lkeurentjes,2023,2,2023-02-color-cubes.py,4,3,2,5,2,4
Lkeurentjes,2023,3,2023-03-Gear-Ratios.py,3,3,2,3,1,3
Lkeurentjes,2023,4,2023-04-Scratch-cards.py,6,7,4,6,5,7
Lkeurentjes,2023,5,2023-05-Food-production-problem.py,5,6,5,6,4,7
Lkeurentjes,2023,6,2023-06-Boat-Race.py,6,7,5,6,7,6
Lkeurentjes,2023,7,2023-07-Camel-Poker.py,6,7,5,6,3,7
Lkeurentjes,2023,8,2023-08-Dessert-graph.py,5,6,5,6,3,7
Lkeurentjes,2023,9,2023-09-Mirage-Maintenance.py,4,3,3,5,1,4
Lkeurentjes,2023,10,2023-10-Pipe-Maze.py,4,4,5,4,2,4
Lkeurentjes,2023,11,2023-11-Cosmic-expansion.py,4,4,5,4,2,4
Lkeurentjes,2023,12,2023-12-Hot-Springs.py,5,6,3,5,4,7
Lkeurentjes,2023,13,2023-13-Point-of-Incidence.py,6,7,7,5,3,7
Lkeurentjes,2023,14,2023-14-Reflector-Dish.py,5,6,5,5,3,6
Lkeurentjes,2023,15,2023-15-Lens-Library.py,6,7,5,6,3,6
Lkeurentjes,2023,16,2023-16-Floor-is-lava.py,6,7,5,5,4,6
Lkeurentjes,2023,17,2023-17-Clumsy-Crucible.py,4,5,6,3,2,5
Lkeurentjes,2023,18,2023-18-Lavaduct-Lagoon.py,6,7,5,6,5,7
Lkeurentjes,2023,19,2023-19-Aplenty.py,5,6,5,5,3,6
Lkeurentjes,2023,20,2023-20-Pulse-Propagation.py,5,6,5,5,3,6
Lkeurentjes,2023,21,2023-21-step-counter.py,4,5,4,3,4,5
Lkeurentjes,2023,22,2023-22-sand-slab.py,4,4,4,5,3,5
Lkeurentjes,2023,23,2023-23-Long-Walk.py,6,7,6,5,5,7
Lkeurentjes,2023,24,2023-24-Never-tell-me-the-odds.py,6,7,6,7,4,7
Lkeurentjes,2023,25,2023-25-Snowverload.py,6,7,5,7,4,6
Lkeurentjes,2024,1,2024-01-Historian-Hysteria.py,7,8,7,8,7,8
Lkeurentjes,2024,2,2024-02-Red-Nosed-Reports.py,7,8,7,7,7,8
Lkeurentjes,2024,3,2024-03-Mull_It_Over.py,6,7,5,5,7,6
Lkeurentjes,2024,4,2024-04-Ceres_Search.py,6,6,7,7,5,6
Lkeurentjes,2024,5,2024-05-Print_Queue.py,6,7,5,6,5,7
Lkeurentjes,2024,6,2024-06-Guard_Gallivant.py,5,6,5,5,4,6
Lkeurentjes,2024,7,2024-07-Bridge_Repair.py,6,7,5,6,7,7
Lkeurentjes,2024,8,2024-08-Resonant_Collinearity.py,8,9,8,8,9,8
Lkeurentjes,2024,9,2024-09-Disk_Fragmenter.py,5,6,5,5,6,6
Lkeurentjes,2024,10,2024-10-Hoof_It.py,7,8,7,6,8,7
Lkeurentjes,2024,11,2024-11-Plutonian_Pebbles.py,7,8,7,7,8,8
Lkeurentjes,2024,12,2024-12-Garden_Groups.py,7,8,7,7,8,7
Lkeurentjes,2024,13,2024-13-Claw_Contraption.py,7,8,7,7,7,7
Lkeurentjes,2024,14,2024-14-Restroom_Redoubt.py,7,8,7,7,7,8
Lkeurentjes,2024,15,2024-15-Warehouse_Woes.py,6,7,6,5,5,7
Lkeurentjes,2024,16,2024-16-Reindeer_Maze.py,7,8,7,6,7,8
Lkeurentjes,2024,17,2024-17-Chronospatial_Computer.py,6,7,5,6,7,6
Lkeurentjes,2024,18,2024-18-RAM_Run.py,7,8,7,7,8,7
Lkeurentjes,2024,19,2024-19-Linen_Layout.py,6,7,5,6,5,7
Lkeurentjes,2024,20,2024-20-Race_Condition.py,7,8,7,7,6,7
Lkeurentjes,2024,21,2024-21-Keypad_Conundrum.py,6,7,6,5,7,6
Lkeurentjes,2024,22,2024-22-Monkey_Market.py,6,7,7,6,5,7
Lkeurentjes,2024,23,2024-23-LAN_Party.py,7,8,7,6,7,8
Lkeurentjes,2024,24,2024-24-Crossed_Wires.py,6,7,6,5,5,7
Lkeurentjes,2024,25,2024-25-Code_Chronicle.py,6,7,5,7,5,6
Lkeurentjes,2025,1,2025-01-SecretEntrence.py,5,6,7,4,2,6
Lkeurentjes,2025,2,2025-02-GiftShop.py,6,7,5,6,2,7
Lkeurentjes,2025,3,2025-03-Lobby.py,4,4,5,4,1,5
Lkeurentjes,2025,4,2025-04-PrintingDepartment.py,7,8,7,6,7,8
Lkeurentjes,2025,5,2025-05-Cafetaria.py,6,7,5,6,7,6
Lkeurentjes,2025,6,2025-06-TrashCompactor.py,4,3,5,5,2,4
Lkeurentjes,2025,7,2025-07-Laboratories.py,5,4,6,5,3,7
Lkeurentjes,2025,9,2025-09-MovieTheater.py,4,3,5,6,4,5
Lkeurentjes,2025,10,2025-10-Factory.py,6,7,5,7,4,6
Lkeurentjes,2025,11,2025-11-Reactor.py,6,7,5,7,4,6
marcelblijleven,2015,1,day_01_2015.py,8,9,7,8,7,9
marcelblijleven,2015,2,day_02_2015.py,8,9,8,9,7,8
marcelblijleven,2015,3,day_03_2015.py,8,9,8,8,7,8
marcelblijleven,2015,4,day_04_2015.py,7,8,7,7,6,7
marcelblijleven,2015,5,day_05_2015.py,7,8,7,7,6,7
marcelblijleven,2015,6,day_06_2015.py,7,8,7,6,7,8
marcelblijleven,2015,7,day_07_2015.py,7,8,6,7,7,7
marcelblijleven,2015,8,day_08_2015.py,7,8,7,8,6,7
marcelblijleven,2015,9,day_09_2015.py,7,8,7,6,8,7
marcelblijleven,2015,10,day_10_2015.py,7,8,7,8,6,7
marcelblijleven,2015,11,day_11_2015.py,6,7,6,6,5,7
marcelblijleven,2015,12,day_12_2015.py,8,9,7,8,7,9
marcelblijleven,2015,13,day_13_2015.py,7,8,7,6,7,7
marcelblijleven,2015,14,day_14_2015.py,8,9,8,7,7,8
marcelblijleven,2015,15,day_15_2015.py,6,7,6,5,7,6
marcelblijleven,2015,16,day_16_2015.py,8,9,8,7,7,8
marcelblijleven,2015,17,day_17_2015.py,6,7,7,5,6,7
marcelblijleven,2015,18,day_18_2015.py,8,9,8,8,7,8
marcelblijleven,2015,19,day_19_2015.py,7,8,7,6,8,7
marcelblijleven,2015,20,day_20_2015.py,7,8,7,6,7,8
marcelblijleven,2015,21,day_21_2015.py,7,8,7,7,6,7
marcelblijleven,2015,22,day_22_2015.py,7,8,7,6,7,7
marcelblijleven,2015,23,day_23_2015.py,7,8,7,6,8,7
marcelblijleven,2015,24,day_24_2015.py,7,8,6,7,7,8
marcelblijleven,2015,25,day_25_2015.py,6,7,7,5,5,7
marcelblijleven,2020,1,day_01_2020.py,8,9,8,7,7,9
marcelblijleven,2020,2,day_02_2020.py,8,9,8,9,7,8
marcelblijleven,2020,3,day_03_2020.py,7,8,8,6,7,7
marcelblijleven,2020,4,day_04_2020.py,7,8,7,7,5,8
marcelblijleven,2020,5,day_05_2020.py,7,8,6,7,7,7
marcelblijleven,2020,6,day_06_2020.py,7,8,7,7,6,7
marcelblijleven,2020,7,day_07_2020.py,7,8,7,6,7,8
marcelblijleven,2020,8,day_08_2020.py,7,8,7,6,7,7
marcelblijleven,2020,9,day_09_2020.py,6,7,7,5,5,6
marcelblijleven,2020,10,day_10_2020.py,7,8,7,7,6,7
marcelblijleven,2020,11,day_11_2020.py,7,8,7,6,7,7
marcelblijleven,2020,12,day_12_2020.py,7,8,7,6,7,8
marcelblijleven,2020,13,day_13_2020.py,6,7,6,5,5,7
marcelblijleven,2020,14,day_14_2020.py,7,8,7,6,7,8
marcelblijleven,2020,15,day_15_2020.py,7,8,8,6,6,8
